id,licensePlateDetected,irregularLicensePlate,latitude,longitude,macAddress,hammingDistance
792175aa-8afc-4ceb-81a6-c59d98fd0bdd,MLD9J67,MLD9J67,-23.06147549592596,-43.15579449018551,0C-C7-A6-5A-EA-DA,0
08f28213-26d3-41a5-94d9-7c3f2bd1e84d,YLR5B70,YLR5M30,-23.32612400611997,-43.9841630428947,83-CB-EF-74-30-15,2
c18ee949-c5fb-494e-ac6b-194a3a14b54e,AWS9H07,HIS9H07,-23.38629930023609,-46.19047431547489,78-02-96-8C-C6-9F,2
e35a5ce9-25d6-4887-a670-4838ceed5119,VMD4T99,VAD0T95,-23.68434550085794,-46.29379195462752,8F-75-AB-91-5A-5D,3
389d57bb-e42f-42e6-95be-4eb6ef576967,NUX9J38,FWX0F18,-23.10084631975083,-46.32471311898487,51-2D-F4-75-8F-E2,5
9acbfef4-6414-43d9-97cf-81145de385e9,NGE7E15,NGE7E15,-23.24090952854342,-43.47594199129125,62-DF-4A-82-C5-1F,0
a2cad268-7815-483e-85c1-e5f7c0ed46be,IXY3K21,IWY3F91,-23.70201873015355,-46.6195859025397,46-26-90-F8-CB-E3,3
032f9da5-ef91-406d-ab34-719c1cca9756,OJZ0G59,XJZ0E59,-23.51458170100645,-44.79355586261662,3B-CA-B9-AA-81-99,2
64b3e0a3-ef23-424e-b783-c89198aa4d21,VSS9C72,VSS9C72,-22.87463848182222,-44.54196743721798,6B-0D-86-11-76-75,0
24c8d66b-e816-44a2-9dea-ae7cccd040d0,QZT2M27,FZK2X07,-22.96054059843787,-46.3381633258937,47-A2-1D-E1-E0-36,4
32741523-2ad4-44fa-a2cf-2153b635a001,FSA6X58,OSA6N56,-23.43453340479926,-43.12239454741231,40-11-96-0C-E2-66,3
a95f5cde-9aa6-433c-ab1c-8218c55e5ff7,ZUQ4S64,WUQ1H66,-23.25005683373989,-46.61695863405516,9D-37-BC-FB-2A-E6,4
9449790d-6039-4eb6-8726-143d2432f7eb,OGC6K86,MBT6K26,-23.66068894105421,-44.99270090217599,DE-CD-EE-0C-FA-AC,4
c0891ad4-7fa5-40e4-9569-0c802f7329f5,LRF1R91,LRF1R99,-23.27125839608315,-44.69954445402598,51-15-B5-E1-F2-29,1
afa92b75-2868-421c-aa34-53e2f2af4e29,EPC0E07,EPC0E81,-23.67073007505832,-46.30716858820557,26-CF-9F-E6-24-0E,2
5f832eef-e7eb-4695-9253-18eb4fa581b3,ENG5R74,BGG5R20,-23.61197835102532,-45.66022086860479,EF-9B-20-F0-A3-4D,4
221aff92-281e-485c-a3ba-f590b0dffc6e,JUP7S95,LUP3C91,-23.49508574111071,-44.83757548471624,68-64-A8-4B-31-1C,4
f7a24130-f4c9-4d43-bd03-f9e2951a0145,KNN6Y51,MNF6Y91,-23.21956089871124,-45.09761448961024,CC-FD-18-20-AF-71,3
e37a1f9e-c0ee-4263-a85e-d7677698c43c,RPD5F54,RPD5F75,-23.11395548047817,-43.78708901065058,4A-56-D5-95-63-DB,2
b49b3161-aa37-4692-8457-5908106c65dd,ECR0S76,ERR0Q78,-23.60004191697624,-43.14560572066819,3F-00-6E-DE-89-94,3
812c58f7-9dcf-4a8c-ae72-469fc29c8146,TIQ1U31,TIQ1R32,-23.78696287073021,-45.86385439833802,FA-2C-A4-EC-EB-82,2
bd45eac1-b825-4012-b918-14adb0617e91,SQK5H05,SHK5H05,-23.69158050937475,-44.50903611045688,93-32-DE-CB-52-E7,1
e30524d1-cef1-4d09-83b2-e10d1fe68240,SLM2N47,LLX2P47,-22.90588144918524,-44.76558332807998,52-13-89-77-3B-A6,3
a722559f-5047-45b9-a3a4-8b504099513a,OBM9O59,DBM9O35,-23.6302862548935,-45.79812370798294,8A-B2-AD-51-8E-EC,3
8d1389e6-5251-438c-80c6-7389ce0054c9,DUJ9F37,DUH9F36,-23.26343484655995,-44.06183557975711,A4-54-E4-29-61-F1,2
bdcb4a4d-c839-4bea-bef6-d39728c88a76,UTL2J85,UYL2J83,-23.33009523714556,-44.59403558532104,07-29-E1-C8-08-F7,2
45428745-1de6-474e-bc9a-08f196b015ce,UHK3T67,URK4G67,-23.17175282888439,-45.44586795847843,05-CB-D0-E7-B2-3E,3
8ad9d37f-22ac-4719-93e5-090caa428d93,MAA2E80,MAA2E40,-22.85754464733578,-46.43124526550129,B3-45-D7-25-DD-6B,1
1d31586b-6f98-4ea7-bff7-8b57e17516bb,WVR3P16,WFR3P16,-23.06207879746701,-43.41488404810237,E3-8A-4A-7E-7C-50,1
c7adf04b-dea4-4302-a6e4-d9c37a7e61dc,SSC8P79,QSC8A79,-23.04793540545815,-45.87635421421528,87-55-C5-DD-3A-7F,2
126c30e4-b870-4a88-b812-c10e2d4aff3a,IBT3J59,IBC0J59,-23.4419051786859,-43.35586867310528,6A-C9-99-B2-AE-B2,2
2b4e562f-19f6-4fd3-a56a-026a180881f0,FEP7K51,QEP9K03,-23.00135505443886,-45.49659874973958,7D-49-73-AE-85-1A,4
40cbb3dc-7620-4cf5-85bf-c53d4d3a406d,SQV5Y22,SXV9Y22,-23.15970289973727,-43.50934791763173,37-A0-86-03-30-4A,2
91d19a54-6d48-4a6f-b567-3335214f7844,PLT5U56,PLT5U54,-22.96388022901717,-44.73231475775297,67-48-62-DA-0F-A2,1
8d95af93-967d-4d1e-87a9-28ed80f583f2,YOL2P28,POL4P28,-23.36978914200918,-44.5688438219108,A9-8D-D7-A7-51-F2,2
9fb92e2a-208b-4847-a531-1e6ba6d9e870,IPO1C88,BPO1C78,-23.32479761159498,-44.28220552409883,DE-75-8C-67-C5-C3,2
c9513893-55e3-46fe-a431-a39b9838b7d3,XNK9B55,XDW9B55,-23.22948318883097,-44.3999119631092,26-1A-8E-9E-F4-C6,2
44048f25-64a5-43e2-9174-dd2b8bf1bcc1,REW5V36,REW5V36,-23.09996094424449,-45.44566333736527,E8-AD-35-13-C1-6B,0
0d6a4a97-84da-4b01-8c87-91211782f446,TXR3F78,TXR3F76,-23.74066319513963,-45.6561829393292,A5-99-01-16-7B-76,1
f433a625-d719-494b-b47a-e5440629ff08,QLB5E13,QLB1E13,-23.49948704902407,-45.10182067076217,FD-BD-B0-E0-8E-D6,1
cbe17635-9ada-44e9-b212-20c04cf4f823,NII6A58,NII6A88,-22.80598312903519,-45.60660484345568,AB-98-7E-E7-0F-9C,1
c6a50da5-117b-4e63-b7ed-48cf2f8c0daf,NWR4D96,NWR4D96,-23.11153912544938,-43.25844302003071,79-A4-25-C6-C6-60,0
240f3bf4-22b2-4f30-b2a6-28d63b4978a7,AMT5M85,ASP5W85,-23.56166380527849,-46.48900373499101,69-E6-2E-E1-7D-E8,3
d7d46823-9b5f-41e5-a682-4c43edd556df,MRW5A32,BRW2A32,-23.02765944582287,-45.23713496455365,51-B2-06-89-B0-BD,2
9314c3aa-7b86-446b-8cd2-b7752efeb8ff,PGU7N05,PGU0N05,-22.92189518578969,-44.52736880436523,61-69-67-37-49-A6,1
0ed2a06e-f740-41c1-9830-1209cd0895e8,HUZ6C85,HUI6C89,-22.99214134828672,-44.66948143605195,FF-E6-C8-FC-35-71,2
eba2f1ae-55ea-4f6a-9c11-77376d44dfa7,IRZ8Q03,IRZ8Q41,-23.11080159080234,-43.78328165565131,F5-67-35-83-9E-B1,2
586ac896-de25-4d36-bf01-0b92cb66e5ee,OPD7I19,XPD7I19,-23.33516860902483,-46.69259345906553,68-FB-86-04-D5-B7,1
0bf66506-2ab6-4b78-b1ef-d57f8a964916,ZNO6Y13,ZNO6Y12,-23.42252698114994,-43.19392142231133,27-AA-15-F0-6A-C3,1
2eb2a42a-d8ac-405b-b68a-5151a76ea7b4,TLG6N10,TLG6N10,-23.10084947513668,-44.44871929337108,93-2D-89-5B-C4-C2,0
eefab29f-1067-426d-9028-263400c248ee,MUT6J44,MWT9J24,-23.56919764043018,-46.12583889473638,A4-7A-02-AA-CC-BC,3
4a651fae-2913-4d00-9157-d479da0be071,XLT7W88,JLT7W28,-23.27692464714853,-46.41981975989132,D6-89-20-DF-2D-6F,2
fbba4a3d-5fd6-41ba-82e3-473ca24a418d,HTN7D60,HGC7D60,-23.74000066843901,-45.94738534856387,6D-21-6A-86-17-96,2
c82f2b41-2662-4cfc-b155-eb1ac54b2762,UNQ6J43,XJQ5J43,-23.15010345652636,-44.60830928442039,74-07-C1-C1-CA-61,3
d8d380e8-560d-4487-88f8-e23e834202a2,AZX5F34,AZX5F34,-23.4843534184737,-44.42406179222296,21-77-AD-8C-6C-83,0
6edb0abf-4339-47b0-8def-202034e37671,MJV9S04,MJV9E04,-23.47645443852423,-43.69929252255015,56-BF-45-52-88-B7,1
c6b02894-1a8d-4879-945e-3070ebc14091,FNT6T37,IUF6M37,-23.36948694960214,-46.66268618025366,74-1C-46-46-59-5A,4
c4606e68-9a15-497b-a33d-d71d03fba25d,DPA7Z91,IPA7Z45,-23.42118277377731,-46.15068795471124,46-6E-8C-A9-85-8F,3
bda615c3-ef7c-4533-8623-253d750996e1,NMZ6Q10,NHZ3Q12,-23.41646066447614,-44.15458104061845,8D-D6-C1-61-FC-5A,3
0879c8c7-26f4-47f1-9737-0a90005bb5fd,DVR6X45,TSO6X45,-23.75662472824164,-43.79400277743068,AF-B4-69-80-4D-61,3
61363c10-c115-43c5-b83a-daa56997e1c4,HUZ1M68,HUZ1M88,-22.81106682975237,-44.65918805658117,73-79-98-E1-1B-F3,1
7535c264-93e8-4f58-9ffc-77405a7fa45e,GOV8S05,GOV8S55,-23.59521387888598,-45.93608818266355,94-19-D3-00-75-24,1
9bbb2b53-72a6-4581-acef-686800673973,XQT6T73,XQC6T73,-23.0918530290495,-45.07763075805369,ED-19-0B-BB-64-95,1
61a79723-d383-42da-a08d-78ee0b8cc4f2,JSK5C57,USC2C67,-23.75189813191935,-44.09281671836728,12-68-9B-DA-46-AB,4
32d46f73-36f3-4cde-9d03-49435168eec2,RYL6R18,RVL2R18,-23.32240394492973,-46.7161564911375,FD-A1-AA-00-DD-3C,2
6efbeb71-ccc2-4e5c-a4c2-e27e1276db5a,OHI3P44,OHI6L42,-23.50890183038406,-46.3746546513855,6C-D8-AC-2B-37-9C,3
8ff3d497-da22-4afe-9c76-b2eee2e9fe71,CST8U51,LYA8U81,-23.24031773446849,-46.6455345094147,D1-4D-BE-30-AC-C4,4
89c70bc9-50ee-441b-891b-e18c4b55cccf,OMS2Z08,OGU2Z28,-22.8188805293775,-43.70397265981294,2E-78-E6-6B-B9-A9,3
7a535738-3b74-470d-b84f-3965fcccbf72,RGU2O16,RGU2K16,-23.1250948434135,-43.44895098700041,98-7C-94-B4-C7-3A,1
3281a527-5a55-4b4f-97b4-371f4e806631,XVK0O92,XVK0O98,-22.95000404817172,-44.40059627000085,6A-CB-78-A1-C8-C2,1
cb34facd-71b2-47f5-ad10-08a3c55b41fd,LHT8D22,WHG8D22,-23.62121327842055,-45.15486597740071,88-EC-A7-7A-DF-62,2
0a22e5f5-1f3e-45b2-abd7-c4e927526613,HAF5R88,HAF5R88,-23.21732316424782,-44.71669648569423,E3-AF-BD-A0-56-7A,0
00edff78-238a-40dc-9001-b71ae5888a46,UFT8K50,UFT8K50,-23.4974263037362,-45.20523347026879,31-5B-06-20-98-77,0
97dcbbe9-7477-4eaf-be8a-7e9b8f0b753d,JJE2K36,JJE2K36,-22.8655326291196,-44.66820245422496,46-64-32-0B-46-98,0
faa75aaf-2ecf-4f38-8d92-b2ccb0f2ce54,DKE3U91,DQE3U91,-23.44932636971634,-43.72063344583892,6F-FD-6A-CB-F4-65,1
5a68cb49-2e23-43fb-910a-60640ea42a0b,PEC0G16,PEC0G16,-23.30914083706465,-45.34237161944186,29-E6-EB-64-BC-FB,0
7431b635-ddcd-457c-a16b-2014b3af28a8,EUL8H17,ERL8H14,-23.19363191868836,-45.64954637930079,9A-B5-FF-EC-85-1D,2
4ee63015-5667-4a3c-8c6a-eb6783566963,WLY5V22,WPY5V02,-22.98079643530701,-44.13256828069065,93-23-EF-A2-61-0C,2
6b9548fb-7f9f-4d4c-9707-9fc867675e81,AKP2K11,AKP2K61,-23.43901223940438,-46.79606787301554,25-32-53-09-BC-EF,1
89ca5cde-0325-4d45-9da9-690a71852ec3,CJR8U30,HZR8U36,-23.7182696190792,-44.30165384913898,36-FB-15-30-42-8E,3
0e3b53fe-57c6-4609-954f-bc1ffdee534b,IBL6Z80,IBL6Z80,-23.28627629558186,-44.34433501559251,E5-20-46-CC-DD-4D,0
303f1306-1604-4d55-8de9-4043ab2d845f,EPJ2D31,EPJ2D41,-22.8756085406547,-46.21965649582098,8C-3F-06-90-41-FD,1
2eaa0a2b-0364-4a78-9bdf-b9fb3b457beb,YHP2Q90,YHD2Q92,-23.29119328805897,-45.71950735203631,93-DF-5F-99-80-EF,2
eff4fac2-27f8-4e8e-8a6e-83bd1284e186,ICT5Q15,ICT5Q15,-23.11036774383356,-44.21305724096234,A2-E0-79-6F-CC-85,0
65a452cb-98c0-4d7c-8c60-fc2ce94d2361,AAV3X76,AAV4X76,-23.16920960987295,-44.73737224583446,41-49-27-10-95-DF,1
1d7fe837-bb84-494a-8d26-e7270c583302,UAQ6Q60,BAQ6Q60,-23.58372372183841,-44.47561579357577,AF-51-BB-C9-9C-FF,1
0305dbad-fbce-4e1b-aa21-75f3becc3633,BEC8E79,BEC2I96,-23.12448271687526,-44.36110327221477,BF-47-50-C6-93-79,4
eb706194-7dbe-4713-aa49-d78e318458aa,UBT9B25,UBT9B75,-23.46363761102299,-44.67492118066226,88-ED-45-60-26-97,1
e2ed2ac5-0689-4534-af95-d376699830b1,PKA0C53,PKA0F53,-23.40798418153274,-44.00468163878208,77-1D-04-19-EA-9B,1
3ef11c58-c08e-4145-b1f2-d92afb97ca7f,AJK0Y44,ACK0Y44,-23.60530574609873,-43.35135673545341,21-D4-94-10-FD-2E,1
c227d505-b4ea-48f8-8082-669e37f1d2e9,FDO7M53,FDO7M53,-22.93679218663602,-45.44388442734744,90-48-61-20-73-06,0
0025c32c-f1a5-43b4-a159-6baa6a9d3dc5,RLM8V01,RLM8V01,-22.86172595229091,-45.99312882473033,5A-16-8A-62-E9-92,0
ac11efc6-d10a-4fbe-8b59-f6843fb993b5,VUB2W32,VUB2Z92,-23.32738688739046,-45.61785609916273,FF-EB-0D-6E-15-4A,2
49ed3599-ddab-4463-a437-ac2bbc9444a3,EQN1M66,EQN8W66,-23.61139149801895,-44.20096272113928,2B-1F-DE-0C-E0-E7,2
a9bfd4d4-6101-4b65-b375-784b82fefc5f,DXT2W51,GQX2W01,-23.07167528409752,-45.92363378137146,48-37-D8-E9-EE-CE,4
accf5911-b6db-45d6-a6a4-173756d2625c,JOA6F39,JOA6F39,-23.54594760397662,-45.80759866531509,A5-E1-84-60-B9-5A,0
242e8009-6653-4f99-80e5-b87c2b0cc35d,JMV0T35,JMV0P35,-22.82569326252823,-43.27287324185266,C2-D1-E0-7B-5F-2B,1
6d249a75-6256-4b17-b995-b55b13e52df7,FHT7C67,QHT7C77,-22.81100136638505,-43.80442493678906,A6-98-FB-32-84-D8,2
cec20b89-b99d-47bd-b549-3296c2e9dcbe,TMA0E30,TMA0Z30,-23.44223006354252,-46.61640814514875,DE-0E-70-AC-9D-F9,1
700d0743-f57e-4716-b913-6ea99d5a67ea,YDG8K31,YAG2K87,-22.80232856950278,-46.75263138160496,13-A6-56-1F-93-2C,4
4547c130-4d8e-4f4d-b241-4387fbe84107,VTI2S71,VTI2S75,-22.81888062723183,-43.62769476882655,61-F2-D3-22-68-72,1
425caad8-b03b-4aed-83e6-bd9b8e9f6535,EGQ9H04,XIY6H04,-23.54563979068619,-44.68823593302558,05-70-8A-49-81-2B,4
8770a18b-e3dd-4d6b-a49b-312df5412ef6,MCU9C94,MCU9B94,-23.40254338626478,-46.21923986884403,43-A4-A7-E1-16-E0,1
ff17e6a9-71e4-4bb1-b3dc-9f1f482e615c,HWY8W39,HWY4W39,-23.32707824425265,-43.99041046191135,BF-3A-C2-80-D2-4E,1
cee5c3e7-7079-4807-8b9c-f315c04830ee,NGR7N78,NGU7N78,-23.0562063744404,-46.45438066686035,1D-A4-52-FD-1C-4C,1
e3dd6998-4edd-41c0-b13f-f74e9cc191fe,GMG0D40,HNG0R40,-23.59698469139111,-43.6175382377134,1E-01-A8-53-A1-2F,3
d519d62e-0e64-4ce1-9807-447b46add48b,PQF9F23,PQF5F23,-23.68080464869315,-43.19285182770727,83-1A-1C-4C-8D-55,1
1e336454-117a-47c8-a55a-851d6ce1a258,RTK5K73,VTC5K76,-23.31259210754309,-43.91729629463125,91-62-9F-08-0A-15,3
c3dba782-d3a7-4a4e-9912-0dc84b5c4107,ADQ7O65,NQQ7O65,-22.80979064363018,-44.52262732431527,A3-FA-2F-BF-53-FB,2
e68dd37c-9e7a-4151-9823-dd107655d453,EZU5F30,EZU2W36,-23.25903700103734,-46.60507745718723,B9-38-D9-BC-ED-71,3
89cadaab-9176-429c-8e18-cb3f59971207,DFT4J75,DFC5J75,-23.47270693638596,-43.84704424287128,85-91-9C-BC-57-88,2
0edf160b-a8b7-4fc0-bf18-8f84853bf06b,CGS3W46,YGS3W46,-23.7457976808677,-43.85363357219921,FA-85-F4-F6-2F-6E,1
3ce8c63e-4230-49dd-9be0-174b01cb2718,BAX1J16,XAJ0F14,-23.55577160182077,-45.18950382766351,14-97-62-E3-92-B0,5
8c1ff249-759a-40ee-b75a-bb48fabc0882,EON3Q48,EOJ3Q73,-23.31845934285847,-44.7740605336158,FF-9B-4F-E8-91-6C,3
e0f27710-916b-48e2-8bde-de4c9113a836,BCH6D83,BCH6D12,-23.09418715896574,-44.53092363768933,5D-2C-1F-25-C6-99,2
4b1408ec-c2aa-4cd9-a4a7-b3a5e494879c,SRY1Q45,URQ1E41,-23.07869923238994,-44.40487590534351,29-AF-E8-6D-F3-35,4
638825d2-5408-44d5-9b2a-d4ade6979925,RIB1V73,YIB1K61,-22.83135799148994,-46.59271531589906,FB-2B-FB-49-67-C9,4
d50d7328-ed95-4e25-ae74-0785619a4799,BQM9J21,BQM2J21,-23.38862789697603,-46.23308460005902,6B-84-0C-F6-41-E2,1
1370717a-5bd0-4388-a9de-394f47de6fb7,VUV1Y26,YUU1I22,-23.29553419249635,-43.61458409241342,88-F9-FD-46-D4-4E,4
b3945058-09d7-42fd-8a92-d147299ab84a,NYJ7F73,NYJ7M73,-23.18761474470666,-44.78501525008783,0F-98-80-87-D7-03,1
00655a02-dfbe-43bc-99f9-17de4d5be862,GLG8X69,GLG8X69,-22.93196203313684,-43.33493465238405,1E-25-8F-86-E8-14,0
60f0a08f-96f4-4983-a783-23ae2a9bc526,YTB9R96,YAR9R96,-22.88420464555446,-43.20249565273306,76-64-45-97-FD-B9,2
18a019da-7a16-4cc5-b0d8-c105e1054aef,AKW8P15,PKW8N14,-23.14444465759508,-45.76869775646571,86-D9-B4-E8-24-74,3
8bd6301f-9638-4c11-9e96-007cedfe5a40,BGJ6Q30,BGJ8D86,-23.12277971362469,-43.91471094760384,42-14-B6-0C-A5-5D,4
53cb498a-f3f4-4d87-8056-a7bd6b9396d1,OLX9J64,BUL4J64,-23.03210957487566,-43.54936866393352,5B-B0-8F-0B-06-A9,4
45751319-018c-417a-b3eb-ac984dd17dd3,AGR4B17,AGV4B17,-23.20494916008813,-44.96979438048896,6D-68-25-06-74-F8,1
c9a0a8f1-98c7-45fc-8bfd-882d895ebf36,WTP7V40,WTP7V40,-23.76477371259435,-43.73780155537394,67-C5-98-28-F3-10,0
6967b5ef-178a-4355-aac9-1d7d53c596cc,UXO8X72,OSO7X70,-23.57883897633884,-44.84868343640979,77-45-40-04-46-2B,4
d525c82b-14c3-478f-8fd6-f00a978a1437,KQH7G15,KQH6I13,-23.61785404157581,-43.65934946003397,43-3E-9D-BF-27-AD,3
88ae2166-58e0-42e0-a981-2b2ded60fdb2,IMW3A83,ILW3A81,-22.95267108279156,-45.44597258503091,82-20-26-10-35-01,2
8634dc4b-b3a6-40fd-a1e9-e270e6a816d4,WOE3N50,WOE2N30,-23.45757108356045,-44.95948170792386,49-D5-A1-14-E3-E0,2
e20f93bc-e93e-43f6-b804-5a04fe54c081,WBF8M85,WBI8U87,-22.87510509255849,-44.20534103448663,F5-D2-5B-1C-45-73,3
0285d641-de94-4ed1-9796-faffbd02824e,TMH3N01,TME3N01,-23.17190646348134,-45.32966812502255,D3-A1-67-95-6E-4C,1
602b96fd-8296-454b-ae15-7ed17a40d475,DTM2C63,DTK2O63,-22.9928125211579,-44.08904573079122,86-A3-FD-19-48-06,2
07383149-6a96-4f54-ad3c-a03e5d1fc7bb,FQR9L64,FQA4L44,-23.11195096288923,-44.6803855455049,41-55-69-2E-25-E8,3
4340ae50-0e81-4281-b03d-5a7eaadefbb6,RQL2B17,RQU9O47,-23.75698837908032,-44.99725629792641,18-1B-A1-D9-13-1A,4
c733e4ff-418d-4668-b9d6-23f8851a4c69,ZVQ1B22,UVQ1B23,-23.24863623997624,-43.50815316888944,F4-6A-B3-56-EE-CA,2
682448ef-8d10-412a-9536-d2300cf36bcd,MOP3I06,MOP3I09,-23.79049535124795,-44.62785313609444,21-5B-8A-C2-F7-A4,1
4e811e16-5f94-4f94-a2cc-4d6c1cf0f6d2,YOI7H00,YOI9H00,-23.1129841504662,-45.0160787992677,D0-53-49-95-EA-A8,1
0902e91b-25aa-4d98-8e8a-22b445c0e849,GBF4T23,GBA8H23,-23.26473403745725,-43.58225241272817,EF-0E-1C-43-7A-AE,3
de2413a9-4403-498e-8152-d4bfa9b7e31c,PUJ7T63,PAJ6T12,-23.48439028553447,-43.7087529718852,4B-5D-C5-EE-E0-9B,4
53a917e0-eafb-4424-b2c1-859ab57579bf,ITG3H26,ITG3H34,-23.59800452071078,-44.10004973575982,CC-7C-AB-EE-EE-E7,2
ebd2fda8-71d8-4f44-897e-734aab92015d,YQH0E55,XQH6E58,-23.64496869313428,-43.13106390057003,CF-39-9A-A6-2E-D4,3
b8d39941-7dae-4c3d-bd02-55f067575acc,HYS6A28,HYS0A29,-23.37410843675661,-44.38233716075971,87-AF-6C-4A-36-4C,2
fcfd2e56-36b6-45dd-9b77-b73a469cdd87,HLX0E70,HLX7E70,-23.41102762604587,-43.33591279897259,5D-E9-3B-1B-7B-0C,1
7f04a468-66ae-4b6a-9411-cdb2d8bcfbe8,QZZ3R49,FNZ5R49,-23.53570716238894,-43.68540355278799,36-AB-F0-43-E8-05,3
8addcdf4-4863-482a-bac2-507288e35bf7,XYZ0G02,KVZ0G72,-23.32639787914117,-43.19211076974999,C0-98-0D-9F-D7-E2,3
f48e6084-baa8-4320-b1f2-8b7471cfb879,AWF3U22,AWF9U22,-22.84193971839655,-46.00526303588433,C3-33-36-01-15-5D,1
07c5ecce-63a8-48b4-9d96-ccf4253a6842,PZH5C08,YZH5A82,-22.80097484713679,-43.26450916624898,7B-F9-14-67-F5-96,4
203c1aac-0e87-4733-a9fb-a86caecb5410,ZQG7Z44,ZFC7Z04,-23.68193744551205,-44.27663149220952,9E-6A-B4-3F-BC-DD,3
27318934-999a-44ab-a33f-e7edbfe2bf1c,GEZ5C20,GEZ5C20,-23.19235604964527,-46.49961398700196,45-61-7F-59-92-89,0
3c4bc62e-87e0-4ee5-bf58-5e173bc04415,GKU9C54,GKU9S54,-23.12961203936888,-46.53009767202204,1B-E0-96-D9-5A-69,1
d7c911d8-d363-4480-9f29-2349fcd9142b,HSE4Z08,RSG4Z68,-23.67983245552273,-45.88229791149688,C1-8F-52-87-09-5F,3
a6fe7573-1189-4754-9663-2ec620cc68d1,VMO0J27,VMR0F25,-23.54294417124373,-46.30935734768258,F7-01-79-C3-6A-34,3
f05d9676-f604-49b9-8415-fa43cffd1e9b,UTQ4I51,JNQ4I50,-23.30103370794667,-46.44505693766836,20-71-4D-09-65-DF,3
912cc0a4-6bd1-4a04-bfa3-1bef49ecb737,XLJ6G42,QLJ6J42,-23.58067677757181,-45.70084022470309,D6-06-FA-4F-AF-C8,2
1cfba18e-cc73-447c-953d-0e337db2969f,OHE4G10,NHE9G16,-23.24935042433251,-45.03756123450045,ED-50-CC-FE-35-A6,3
36975058-7239-4184-87af-b180b80bc4ed,GDA1Z30,GDR3K10,-23.14332842202955,-43.43599323945776,6B-CB-15-4B-C2-EF,4
09a4b132-782a-4ac5-8358-9473652b447f,OZW0F37,NZN8F34,-22.92274557376478,-45.73360418197316,A9-E7-23-06-4D-E6,4
1ce68916-eb56-4d6c-99c1-bdea817c8187,BAZ0O18,BAZ0O18,-22.93844545544029,-45.42240868609063,50-9F-EC-19-C1-D7,0
c3848f8d-f4e0-42cc-a468-2e388073d535,TLT2X12,TLT2X52,-23.36108089719981,-43.14412870466123,3F-92-ED-B2-21-66,1
79d2591e-5d05-4691-b481-a53bf0cb7558,GCR3X84,GCA3K44,-23.09369960379469,-45.8199839791978,8B-EA-69-CE-3B-CF,3
bd1f3584-9bfd-402f-b372-e84b973effa0,MEC3L46,HEJ3L46,-22.93653638483943,-46.75928588020464,D4-92-52-BE-91-87,2
9599f946-8c1e-4eba-88b3-4bb5f82fbc28,EPE6U73,EDB6U73,-23.10368361845736,-43.9402123954648,3D-24-E8-A6-CA-CB,2
6c7cdb87-128f-4513-9efc-7cf231b32cff,LVF3U07,XHC3U07,-23.62671079060079,-44.4325167321575,35-CE-16-F3-21-81,3
e78e68cb-bd01-4db6-af80-b7075f2ff0e5,OAJ5I35,OZR5I35,-23.75707646110995,-45.83303772475775,C3-0F-B4-F2-E0-CC,2
12262ef0-b561-40f1-a13e-4dcae06ebc9c,PYH6O93,VSV6O92,-23.02460942131052,-44.45600911911328,46-66-7B-86-13-BA,4
70c1e23d-c644-4834-a980-e3cdf33acfac,JSW7S00,JSW7K90,-23.34892709073119,-44.2314629427009,DA-C9-C4-89-7B-79,2
0c7fcd8a-9ffc-4ec0-a9ed-bb4d92c4e907,KLN5M37,KLN5M37,-23.462446078688,-45.40990323365367,47-C7-F6-B0-22-89,0
683c5709-24ae-4ce3-b663-2102cb00be51,FCJ2R55,FDJ2R55,-23.20266235483544,-45.02104682201257,50-E8-53-E6-D5-04,1
0493adea-c40d-46f2-a71f-f639d7ba86d3,TQL7D65,TQY7C95,-23.31514933900968,-44.19590188056517,D5-59-C6-39-72-6B,3
738371e0-7cb4-488a-b1ca-e74ea9a19df0,VNX0Z25,VNX0Z25,-22.94234189491418,-44.72954082185516,0C-30-27-7A-92-CD,0
4dbad700-6ba6-4e89-9683-3c6d86eb46ae,BUX2U46,KUX2U43,-22.89034241174549,-44.2923732302736,40-4D-88-15-9D-5F,2
36ab63d1-9fe3-42dd-b45a-a1491af89276,OBH9T79,OBB9Y79,-22.88057799182245,-43.85783418176593,F4-0C-98-14-91-93,2
11e39aa2-3504-4abf-83f7-0dd0429a0bbc,XEA5J05,XEZ5S04,-22.87421955386803,-43.31399482227246,4F-4D-8A-6F-AC-3C,3
8edfa590-c5cc-49bd-ae90-ad92cce35892,NOM0M96,NKS8Z96,-23.26801041569342,-45.76086570491265,41-B3-29-D7-29-D4,4
8a07c79d-eaf2-40a2-9253-904e4f11deb5,ROS7N02,ROT7N02,-23.71194970577153,-43.74085118434948,52-22-FE-99-C9-F8,1
27f4bf7d-06f9-414d-b596-4a4bbeca9a4b,JWW1N16,JXB0N16,-23.74431976511261,-44.03598483770831,12-D6-99-5B-6E-E2,3
c172ef3f-7be4-435c-9db2-a51f6c997d36,DYW0A36,DYW5A36,-23.6486803430585,-46.03639758132253,AB-12-D7-42-EF-76,1
5c0add1a-3bd5-48c4-bdb0-048e435036dd,XTB1U01,XTB1U01,-23.06277771496318,-43.2717859198366,71-C5-D8-00-49-07,0
a7292463-2b5b-441d-b103-52801da4051d,SWM1K80,LWM1K10,-22.93474007369313,-46.57095150841067,29-70-5D-9B-9F-DA,2
